1528588801,52040
1528588832,52040
1528588862,52040
1528588893,52040
1528588924,52040
1528588954,52040
1528588985,52040
1528589015,52040
1528589046,52040
1528589077,52040
1528589108,52040
1528589139,52040
1528589170,52040
1528589201,52040
1528589231,52040
1528589262,52040
1528589293,52040
1528589324,52040
1528589354,52040
1528589386,52040
1528589401,52040
1528589432,52040
1528589462,52040
1528589493,52040
1528589524,52040
1528589554,52040
1528589585,52040
1528589615,52040
1528589646,52040
1528589677,52040
1528589707,52040
1528589738,52040
1528589769,52040
1528589800,52040
1528589831,52040
1528589861,52040
1528589892,52040
1528589923,52040
1528589953,52040
1528589984,52040
1528590001,52040
1528590032,51930
1528590063,51930
1528590094,51930
1528590124,51930
1528590155,51930
1528590186,51930
1528590216,51930
1528590247,51930
1528590278,51930
1528590308,51930
1528590339,51930
1528590370,51930
1528590401,51930
1528590432,51930
1528590463,51930
1528590493,51930
1528590524,51930
1528590555,51930
1528590586,51930
1528590601,51930
1528590632,51930
1528590662,51930
1528590693,51930
1528590724,51930
1528590754,51930
1528590785,51930
1528590816,51930
1528590847,51930
1528590878,51930
1528590909,51930
1528590939,51930
1528590970,51930
1528591001,51930
1528591032,51930
1528591063,51930
1528591093,51930
1528591124,51930
1528591154,51930
1528591185,51930
1528591201,51930
1528591232,51930
1528591263,51930
1528591293,51930
1528591324,51930
1528591355,51930
1528591385,51930
1528591416,51930
1528591447,51930
1528591478,51930
1528591509,51930
1528591539,51930
1528591570,51930
1528591601,51930
1528591632,51930
1528591663,51930
1528591693,51930
1528591724,51930
1528591755,51930
1528591785,51930
1528591802,51930
1528591832,51930
1528591863,51930
1528591894,51930
1528591925,51930
1528591956,51930
1528591987,51930
1528592017,51930
1528592048,51930
1528592079,51930
1528592109,51930
1528592140,51930
1528592171,51930
1528592202,51930
1528592232,51930
1528592263,51930
1528592293,51930
1528592324,51930
1528592355,51930
1528592385,51930
1528592402,51930
1528592432,51930
1528592463,51930
1528592495,51930
1528592526,51930
1528592557,51930
1528592587,51930
1528592618,51930
1528592649,51930
1528592679,51930
1528592710,51930
1528592741,51930
1528592772,51930
1528592803,51930
1528592833,51930
1528592864,51930
1528592895,51930
1528592926,51930
1528592956,51930
1528592987,51930
1528593002,51930
1528593032,51930
1528593063,51930
1528593094,51930
1528593124,51930
1528593155,51930
1528593185,51930
1528593216,51930
1528593247,51930
1528593278,51930
1528593308,51930
1528593339,51930
1528593370,51930
1528593401,51930
1528593432,51930
1528593462,51930
1528593493,51930
1528593524,51930
1528593555,51930
1528593585,51930
1528593601,51930
1528593631,51930
1528593662,51930
1528593692,51930
1528593723,51930
1528593754,51930
1528593784,51930
1528593815,51930
1528593846,51930
1528593876,51930
1528593907,51930
1528593938,51930
1528593969,51830
1528593999,51830
1528594030,51830
1528594061,51830
1528594092,51830
1528594122,51830
1528594153,51830
1528594184,51830
1528594201,51830
1528594231,51830
1528594262,51830
1528594293,51830
